itemid,category,datelisted,description,name,merchantid,price
O54F3,Other,2022-07-08,For your lovely pet,Other 546188553,AXYFV,1514.29
BLZLD,Other,2022-05-30,Cushioning provides excellent shock absorption,Other 971184912,BF3QQ,1570.46
C5B8B,Other,2022-07-23,For everyday office use,Other 94482599,5JJX3,1938.78
7VBGQ,Other,2022-05-17,11th Gen Intel Core i5-1135G7,Other 968199790,KVJNB,853.87
BTF7G,Other,2022-10-10,,Other 910174639,87BU7,1975.83
8ELTN,Other,2022-06-06,Set of 10,Other 74837046,BX2PI,1449.94
72S6F,Other,2022-05-30,100% Synthetic,Other 516121221,V5MBV,909.16
WMTTJ,Other,2022-07-04,,Other 519168704,8RY42,214.38
HSIYF,Other,2022-06-19,,Other 722192715,EBQH2,1648.5
CSBS6,Other,2022-01-16,,Other 66021366,FZ6BO,1744.1
QSS67,Other,2022-10-16,,Other 871145983,LQ8DW,710.74
IDJ1F,Other,2022-05-14,Reams of high-bandwidth DDR4 RAM,Other 53271521,5P7C4,1070.8
HULU2,Other,2022-07-07,,Other 51312013,N3780,695.54
TABM6,Other,2022-01-11,,Other 94635498,CUVCD,1356.33
3Z88Z,Other,2022-08-30,Set of 10,Other 587175466,P283H,1073.14
S8GFY,Other,2022-05-08,,Other 630179221,FWB4W,491.3
NNO30,Other,2022-06-02,For your lovely pet,Other 76631014,LC3OK,115.33
6XUMM,Other,2022-08-31,For your lovely pet,Other 64261694,LHRYU,550.4
7CJBH,Other,2022-10-23,,Other 646120521,0OWRH,1729.26
86KTH,Other,2022-08-02,,Other 98363383,EDOMX,720.93
0JUQJ,Other,2022-07-06,,Other 66169052,0Z2LJ,1949.51
7C3HH,Other,2022-08-22,Cushioning provides excellent shock absorption,Other 73630952,BL4U8,26.27
DBJGY,Other,2022-10-03,,Other 78793463,1149O,13.96
59PJO,Other,2022-03-23,For everyday office use,Other 526145871,2SZAM,241.97
1AHHT,Other,2022-06-13,for everyday use,Other 85244343,D73LI,1559.14
CX2L2,Other,2022-09-19,100% Synthetic,Other 80842035,BK9EY,1014.58
4GAYW,Other,2022-05-10,,Other 78822432,N8P04,1120.43
OOZBP,Other,2022-09-20,,Other 91059539,N8P04,1618.8
Z54WW,Other,2022-09-01,,Other 619190131,PZXJ8,116.43
3OWWW,Other,2022-08-20,For your lovely pet,Other 59041403,BKW17,1958.51
2R5O4,Other,2022-02-05,100% Synthetic,Other 80069116,L8LC6,1344.28
O771C,Other,2022-10-27,make a great gift for kids 3 to 7 years olds,Other 778192146,K52E6,538.87
RIGVF,Other,2022-04-25,Set of 10,Other 55890910,Q9QW3,53.44
4IWBP,Other,2022-01-31,,Other 80922953,IJI6N,395.73
KO4QN,Other,2022-09-15,,Other 504149121,UFNZK,1547.41
T7ZIJ,Other,2022-03-12,make a great gift for kids 3 to 7 years olds,Other 66550627,WH1ZH,684.1
BBBY0,Other,2022-10-15,for everyday use,Other 785147392,7E9AJ,441.19
WJ6W6,Other,2022-09-26,"Unbox the package to find a soft, plush, sparkly doll!",Other 993100573,U4K0S,1417.51
DRGRO,Other,2022-08-21,Suitable for all skin types,Other 65941044,0R2KU,1350.4
26XYM,Other,2022-02-19,,Other 93581771,OETM3,1324.27
8KZOP,Other,2022-09-20,make a great gift for kids 3 to 7 years olds,Other 61329714,LAAAV,217.7
8IZGV,Other,2022-04-16,Reams of high-bandwidth DDR4 RAM,Other 92413921,3QPJE,324.29
GW1BH,Other,2022-07-29,,Other 645156415,3FLK5,1593.33
MGYBC,Other,2022-02-14,Machine Wash,Other 65715314,87CKX,1198.33
69QCB,Other,2022-04-12,,Other 7955056,0X722,619.59
CHI5J,Other,2022-05-14,,Other 75431454,9CR7S,1034.71
GJMJX,Other,2022-10-13,,Other 706150388,Q9QW3,550.87
0Y5TZ,Other,2022-07-30,for everyday use,Other 798188213,A8U7K,1064.26
MV8JJ,Other,2022-03-01,,Other 50297700,K99E6,1697.7
COHGS,Other,2022-01-14,,Other 906114922,7QINW,1060.9
WHP6R,Other,2022-04-01,For your lovely pet,Other 52524755,OPGY0,376.88
7E44G,Other,2022-02-06,100% Cotton,Other 57871746,VRWGT,1784.9
49N6T,Other,2022-03-26,,Other 741169196,9EN65,1730.9
IY37K,Other,2022-07-19,,Other 532123863,FXVJ8,907.92
PYIDM,Other,2022-08-13,Set of 10,Other 743130097,XV9E8,853.23
D3VZH,Other,2022-04-12,make a great gift for kids 3 to 7 years olds,Other 95832737,X9W2Z,681.41
9697L,Other,2022-10-26,Cushioning provides excellent shock absorption,Other 81651128,CVK2U,1211.42
SRBH7,Other,2022-07-21,,Other 800195419,7W8YE,899.42
4GNYC,Other,2022-06-26,Suitable for all skin types,Other 654161804,29003,246.99
M2BOM,Other,2022-10-05,Set of 10,Other 941149202,Q0UI3,1218.53
817ZQ,Other,2022-07-12,,Other 612181321,Z0LJU,18.94
MXG2J,Other,2022-09-12,,Other 824191770,5P7C4,427.97
JZ159,Other,2022-02-25,"Unbox the package to find a soft, plush, sparkly doll!",Other 87993561,MJUC1,1530.81
NRI8K,Other,2022-05-20,Set of 10,Other 590110782,QXXKB,1581.64
7RFWN,Other,2022-10-09,For everyday office use,Other 96072295,4MSI6,1876.47
GX3I6,Other,2022-07-24,For your lovely pet,Other 827126421,JH82V,1862.2
08CXH,Other,2022-04-27,make a great gift for kids 3 to 7 years olds,Other 67663234,6IPKS,1757.8
M9Q2L,Other,2022-02-08,,Other 60136452,3DEPB,811.24
YF59W,Other,2022-04-03,100% Synthetic,Other 903177979,SB3L6,964.5
H3EVZ,Other,2022-08-14,"Display and Graphics17.3 diagonal, FHD ",Other 84868127,4UMXE,1880.24
BVRVO,Other,2022-07-21,for everyday use,Other 973162892,SW1FA,570.49
F5K2I,Other,2022-09-01,Machine Wash,Other 54586358,9CK79,1021.37
4Q34E,Other,2022-08-22,,Other 86737678,XYUHX,250.0
8B2PZ,Other,2022-10-25,,Other 661159650,G7ZYX,631.82
M1CZ6,Other,2022-10-24,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 998185234,I8U4Z,74.19
QKMMM,Other,2022-04-15,,Other 79039203,YRTVH,371.31
MDMS7,Other,2022-01-09,for everyday use,Other 60148339,TJ6FX,1896.49
I5WOD,Other,2022-10-07,Suitable for all skin types,Other 50776660,U98HN,1756.81
NONPR,Other,2022-05-31,Professional quality at its best  the best materials to update your cooking!,Other 943115975,DDZV9,731.35
DDHY2,Other,2022-06-22,Machine Wash,Other 85541478,OPGY0,1437.6
VYN5P,Other,2022-09-09,for everyday use,Other 821185013,4L0BA,1171.22
HK81M,Other,2022-02-02,,Other 95250783,D7CK2,674.24
A8BNR,Other,2022-06-14,,Other 5761143,87BU7,214.67
S6S4A,Other,2022-03-17,,Other 506196386,TIQ1A,1898.58
RPJTC,Other,2022-01-03,make a great gift for kids 3 to 7 years olds,Other 946136351,LV4UC,1022.51
V34JF,Other,2022-10-02,Cushioning provides excellent shock absorption,Other 92316875,9ZP9F,407.16
XV9E8,Other,2022-08-25,,Other 99158664,19J34,764.19
IEFST,Other,2022-09-27,,Other 91899753,EBQH2,1938.97
R8MZ9,Other,2022-10-02,,Other 98772655,LQ8DW,1126.83
U2RL8,Other,2022-05-06,For your lovely pet,Other 829125719,HVJUT,219.7
HLKKF,Other,2022-05-19,,Other 67469817,M2HT6,1371.9
WL502,Other,2022-06-21,"Unbox the package to find a soft, plush, sparkly doll!",Other 58582259,Z5WLW,1806.1
84RGS,Other,2022-09-24,For everyday office use,Other 701194477,WDR82,1125.32
FFIW4,Other,2022-06-16,,Other 830195465,G6UPG,909.24
IIIJW,Other,2022-06-25,,Other 56761114,6GSGP,1519.84
K5CH9,Other,2022-07-06,for everyday use,Other 920137784,G06XS,272.52
TZ6CG,Other,2022-09-20,,Other 95741677,C1NTG,165.87
YBXM8,Other,2022-08-10,,Other 758130382,0V5C9,1818.14
2TMX9,Other,2022-03-08,Machine Wash,Other 941174474,92I2Y,802.94
YOTGZ,Other,2022-02-14,,Other 922130622,C9PS9,1122.88
P8WUU,Other,2022-02-09,One of a kind stainless steel,Other 623128674,JI8HS,1940.87
2N843,Other,2022-06-22,,Other 69592408,TJX73,1465.53
W47I6,Other,2022-10-01,"Unbox the package to find a soft, plush, sparkly doll!",Other 572111726,6KVU0,19.78
VBEFT,Other,2022-05-01,,Other 87196843,FUAY0,277.82
7CPZP,Other,2022-08-19,,Other 85118076,CA1H1,1756.62
5TXTM,Other,2022-03-14,,Other 70033157,T40C2,1233.91
60UMU,Other,2022-10-01,,Other 95114541,RYVDX,1751.78
QQ7V2,Other,2022-09-20,,Other 991103935,P9Q6Y,1963.96
GT4Z5,Other,2022-08-27,,Other 771180533,U29GK,707.66
HPONZ,Other,2022-07-31,,Other 92377564,QCIEZ,1893.73
WTB28,Other,2022-05-14,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 78435462,K99E6,867.45
VXFS7,Other,2022-10-01,For everyday office use,Other 70838997,T02WF,1548.14
OKY58,Other,2022-01-25,,Other 907192101,QQB6Q,602.41
CKAXB,Other,2022-01-01,,Other 584191518,ZTLSE,550.17
TJGTT,Other,2022-06-18,Machine Wash,Other 77251745,GQM6L,1371.59
AE0A5,Other,2022-07-08,Suitable for all skin types,Other 86225984,QMHWG,1528.45
AP7NN,Other,2022-10-05,for everyday use,Other 62926137,6A1CR,792.87
PA089,Other,2022-09-08,Suitable for all skin types,Other 945190915,BKW17,760.49
YWJMG,Other,2022-05-01,One of a kind stainless steel,Other 803143451,QMNGC,1867.68
9YYUD,Other,2022-05-27,Suitable for all skin types,Other 61482974,ARQJD,1248.8
4TEZZ,Other,2022-03-10,For your lovely pet,Other 58511325,9R01Y,1723.1
NJYMM,Other,2022-01-13,,Other 800186559,PINBW,1244.7
N1ZYN,Other,2022-06-21,,Other 74831042,NQP88,605.66
TAO8I,Other,2022-03-03,for everyday use,Other 599130259,BJLLH,340.72
GCCVW,Other,2022-04-29,,Other 96280487,VW8H6,933.62
ED6CD,Other,2022-08-16,100% Cotton,Other 66431554,HH8AJ,1108.26
YL4J5,Other,2022-05-09,,Other 79966673,TT1MJ,974.62
7HMIA,Other,2022-05-01,,Other 726117501,FUAY0,1587.17
4GLO5,Other,2022-03-21,cotton feels great for comfort that lasts.,Other 510168352,KVJNB,1690.23
XF6LQ,Other,2022-01-13,,Other 63554102,K3UHS,1171.42
K74D1,Other,2022-01-17,,Other 880141246,PRF6N,202.46
KM54N,Other,2022-07-02,Set of 12,Other 84451176,N169E,1475.13
382XM,Other,2022-08-24,Set of 12,Other 92229536,R7K4O,57.71
RXHU7,Other,2022-02-14,for everyday use,Other 85193253,UADIT,958.61
1O8HG,Other,2022-07-14,"Unbox the package to find a soft, plush, sparkly doll!",Other 92524094,KVJNB,115.35
BK30J,Other,2022-10-13,100% Cotton,Other 716115647,UHYY9,1528.58
JHAMI,Other,2022-05-18,,Other 98394567,1VPD1,1415.36
OOOYC,Other,2022-01-09,,Other 89759646,0HC1E,1718.87
XDC9P,Other,2022-04-11,,Other 84295787,NQP88,613.74
YF6JA,Other,2022-03-23,,Other 6426028,SEOMV,1912.64
5D5BP,Other,2022-07-10,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 945182893,9R01Y,1924.7
FCQ7X,Other,2022-02-18,,Other 934141473,2SZAM,1940.93
64DAB,Other,2022-09-12,Set of 10,Other 66222215,0Z2LJ,213.0
IMB5P,Other,2022-07-12,,Other 696130327,QFR1K,1512.66
0FXHC,Other,2022-04-15,One of a kind stainless steel,Other 834170770,BKW17,465.58
JO3QD,Other,2022-10-08,For everyday office use,Other 52179547,0WYR7,967.91
MGBAZ,Other,2022-10-28,For your lovely pet,Other 950183588,E9K7C,740.47
N3SJZ,Other,2022-03-30,Imported,Other 837196137,1H9CX,10.13
7KJLN,Other,2022-10-03,,Other 97753734,KSZOZ,1893.65
AOJDH,Other,2022-08-09,Set of 12,Other 87676210,1VPD1,1283.95
OLNPQ,Other,2022-01-03,"Unbox the package to find a soft, plush, sparkly doll!",Other 564175858,46YCO,805.39
QANFW,Other,2022-06-07,for everyday use,Other 859113732,HQSNA,986.96
BXOGN,Other,2022-09-22,,Other 96062529,BSJMW,402.4
E2KKR,Other,2022-09-05,,Other 708109811,3I68A,764.56
NPUHK,Other,2022-10-09,,Other 660164938,N7TIV,1352.86
X4GKI,Other,2022-10-22,Reams of high-bandwidth DDR4 RAM,Other 58268654,FUS1Y,180.54
9TMLV,Other,2022-03-04,,Other 980124492,ZVZGY,1826.45
VK0WY,Other,2022-10-18,11th Gen Intel Core i5-1135G7,Other 818103542,GPYLB,784.29
O0B83,Other,2022-01-25,Reams of high-bandwidth DDR4 RAM,Other 59417358,M2HT6,716.41
TK5LF,Other,2022-06-30,,Other 59733399,KSZOZ,1903.35
6PRY2,Other,2022-05-03,,Other 878110337,Q24R1,327.13
CFAWD,Other,2022-04-21,,Other 75058144,87CKX,1044.7
A9WBF,Other,2022-03-20,for everyday use,Other 84911619,BQ74R,389.84
1KZKM,Other,2022-06-17,,Other 54133689,HQSNA,915.38
U2MRD,Other,2022-03-27,,Other 876191521,9CR7S,497.34
NJLJ8,Other,2022-07-09,,Other 917147496,3DEPB,1209.25
XOZKF,Other,2022-04-30,for everyday use,Other 561194268,AZQD3,1535.17
5AAEL,Other,2022-05-13,,Other 787130038,TIQ1A,1622.93
Q36IC,Other,2022-07-23,For everyday office use,Other 774136382,MRY5A,527.93
O0LXE,Other,2022-02-24,,Other 92518607,D73LI,840.66
8C3EM,Other,2022-05-19,For your lovely pet,Other 88498463,JQY1C,219.17
XDGAI,Other,2022-09-13,,Other 8764926,QMNGC,243.62
V5NK1,Other,2022-08-14,Set of 12,Other 838121120,TYD9O,899.21
3WSNL,Other,2022-10-20,,Other 52720374,7E9AJ,876.4
BCNOP,Other,2022-06-17,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 503107078,DRBJ8,677.54
DB1AN,Other,2022-05-12,,Other 51345574,KGD5Z,1101.13
PSCEN,Other,2022-04-16,Set of 10,Other 8217990,Q17SE,1195.76
O3NXV,Other,2022-05-01,,Other 941134034,7VWUB,796.74
0O6T1,Other,2022-10-23,,Other 60836415,1VT3O,1208.28
AT86G,Other,2022-03-15,,Other 77157939,DAWJW,851.85
TDIMP,Other,2022-09-10,Set of 12,Other 820173408,LZAU3,952.59
EEOKB,Other,2022-03-07,,Other 594106794,0RNM3,913.44
UN3YA,Other,2022-02-11,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 599193100,CA1H1,956.35
9F21Y,Other,2022-07-08,,Other 97878764,UBB1Y,601.39
U84HO,Other,2022-06-06,,Other 54039871,WH1ZH,311.49
KTJZ4,Other,2022-02-06,,Other 864133642,R2YNB,1354.3
P4FIZ,Other,2022-03-08,,Other 54497742,KYTZ7,327.76
BJ84D,Other,2022-04-14,,Other 8937220,FYQCT,553.34
LRNKC,Other,2022-03-24,For everyday office use,Other 808166243,6RCV4,1902.27
N4Z05,Other,2022-07-20,,Other 978121985,FUS1Y,1660.38
LGHXA,Other,2022-01-22,100% Synthetic,Other 583199358,CA969,1645.91
UA4A9,Other,2022-02-18,Reams of high-bandwidth DDR4 RAM,Other 959160825,UFNUW,1200.74
UPM1E,Other,2022-10-19,,Other 938195210,3AFOH,1710.1
UGQFT,Other,2022-02-17,100% Synthetic,Other 89821836,QMHWG,1200.67
2XE3J,Other,2022-07-12,,Other 55672826,20AR2,192.3
PXS15,Other,2022-08-30,,Other 96553594,LHRYU,66.33
TKDRJ,Other,2022-07-14,,Other 507187414,3KFLS,132.85
7CK2Z,Other,2022-03-09,,Other 620108037,HQF90,621.46
1KUI3,Other,2022-06-26,100% Synthetic,Other 86564897,9CR7S,265.97
T6ZN8,Other,2022-08-01,,Other 984129746,FUAY0,449.32
ESSLS,Other,2022-02-24,Professional quality at its best  the best materials to update your cooking!,Other 596145371,VJL5E,541.4
S7KQ3,Other,2022-08-20,,Other 75763398,4PJSD,1858.94
UEIZ2,Other,2022-08-09,Cushioning provides excellent shock absorption,Other 94463897,GLVQG,156.48
SHO6W,Other,2022-06-23,,Other 937130832,8K3RE,1737.18
46HHW,Other,2022-02-20,One of a kind stainless steel,Other 750106674,K3MXR,952.17
BP31P,Other,2022-10-19,,Other 83674092,JEEP3,1884.6
I0HQS,Other,2022-06-06,,Other 844137808,RYVDX,631.8
QDFX4,Other,2022-07-16,For your lovely pet,Other 90247239,QWAWV,1164.19
196SK,Other,2022-02-04,Suitable for all skin types,Other 9293387,U3D5E,1713.9
GDY49,Other,2022-08-18,make a great gift for kids 3 to 7 years olds,Other 707168847,LAAAV,360.4
C95M1,Other,2022-03-23,11th Gen Intel Core i5-1135G7,Other 715171199,J5PAC,1486.13
AZDJX,Other,2022-05-23,For everyday office use,Other 52637800,L6USX,1691.26
QUOOL,Other,2022-02-18,One of a kind stainless steel,Other 75416916,YRL14,1421.93
VJGU6,Other,2022-03-20,,Other 93979163,V5MBV,1507.48
3XGCO,Other,2022-06-22,,Other 964111346,IBCNI,1920.8
LBN6E,Other,2022-04-14,"Unbox the package to find a soft, plush, sparkly doll!",Other 95181829,RBL4D,1091.98
3GYGA,Other,2022-09-20,for everyday use,Other 53959622,LHRYU,1205.0
60NKZ,Other,2022-06-16,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 97639918,QMHWG,1043.79
DOOLS,Other,2022-01-26,,Other 629123277,6RCV4,1910.49
8Y9EU,Other,2022-03-07,,Other 82870276,NW0RD,1797.2
GD6H0,Other,2022-08-06,Professional quality at its best  the best materials to update your cooking!,Other 633191933,F1I7H,1722.62
KKNAM,Other,2022-05-12,,Other 898186972,C1NTG,337.1
FYKAL,Other,2022-02-21,,Other 850135058,Z49UX,1245.4
29ZGA,Other,2022-04-27,for everyday use,Other 518168289,Y10ZO,1374.3
MV8RY,Other,2022-03-20,For everyday office use,Other 70369030,KR138,77.3
UGF82,Other,2022-10-06,For everyday office use,Other 856163545,BBHBZ,1647.84
6848U,Other,2022-04-09,,Other 52711959,8RY42,323.33
YRTJO,Other,2022-07-21,Suitable for all skin types,Other 665176883,JCA8Q,157.41
2ZJQJ,Other,2022-01-06,Set of 12,Other 70584905,SB3L6,1070.65
ZAYT5,Other,2022-08-20,,Other 53624648,HC0DY,914.1
SXA4X,Other,2022-06-03,Machine Wash,Other 99811958,IBCNI,1839.87
BQCPS,Other,2022-08-07,,Other 507198097,WHC3M,368.38
HSHGF,Other,2022-08-30,,Other 802112146,HC0DY,970.11
BOZVO,Other,2022-06-09,,Other 79727691,V87IG,1297.87
ZFEZB,Other,2022-08-17,for everyday use,Other 631195820,OE791,722.16
KO3BG,Other,2022-05-25,,Other 649159293,YDZC3,1204.98
AQTMI,Other,2022-02-27,Set of 12,Other 87426806,PRF6N,1548.49
LRQ1O,Other,2022-01-04,For your lovely pet,Other 70579628,0BMS5,1760.87
H3O1O,Other,2022-08-10,,Other 69968312,WJRLZ,205.61
085HX,Other,2022-07-28,,Other 529128973,W7QGR,1893.96
12A9L,Other,2022-06-07,for everyday use,Other 625174169,OETM3,1518.47
RDHCK,Other,2022-05-04,,Other 63673974,K2VIU,871.96
CT20Q,Other,2022-07-11,One of a kind stainless steel,Other 933187304,PB6Z6,961.82
KSUFI,Other,2022-01-14,,Other 929177709,6K1RV,101.8
KQM5I,Other,2022-02-16,For your lovely pet,Other 980157120,OTAU7,256.46
3CRG2,Other,2022-05-09,For everyday office use,Other 82385929,9CK79,432.17
EC6R4,Other,2022-10-21,Cushioning provides excellent shock absorption,Other 677133822,MRY5A,123.9
OC3IK,Other,2022-06-05,Machine Wash,Other 596197434,U5R93,143.64
VBC7A,Other,2022-09-05,,Other 993106852,6PA04,788.1
A3F1N,Other,2022-04-10,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 79581756,NKKLD,278.46
199SM,Other,2022-02-23,,Other 96973348,UEAU3,569.71
SBED9,Other,2022-09-27,Suitable for all skin types,Other 679139720,SNR6X,173.5
E76YX,Other,2022-04-25,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 575116144,EBQH2,426.19
S7MF0,Other,2022-04-13,,Other 85146808,51WHM,71.57
7L11X,Other,2022-05-13,make a great gift for kids 3 to 7 years olds,Other 737139902,GJK7R,1664.42
L6KJR,Other,2022-07-27,,Other 67129292,N8P04,1970.88
K7EWL,Other,2022-01-11,,Other 74338813,8F6ZS,1519.9
OU97G,Other,2022-07-27,,Other 537101176,G60H0,1891.6
C1VLT,Other,2022-06-13,,Other 5793227,WDR82,331.7
TA98F,Other,2022-04-25,,Other 83914529,19J34,385.6
AN7RV,Other,2022-02-24,,Other 57664988,FXVJ8,1651.7
7Q1IE,Other,2022-02-20,,Other 851162727,FCQGQ,1536.19
T352D,Other,2022-04-21,Suitable for all skin types,Other 72524674,Y26NY,1137.97
OFB0L,Other,2022-06-09,,Other 99087103,4PJSD,357.26
2IGWV,Other,2022-01-26,,Other 85778098,BSJMW,214.84
FFYA5,Other,2022-08-19,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 95979761,IH8AP,1501.14
7B7IV,Other,2022-02-13,For everyday office use,Other 753133815,BBHBZ,1867.5
1PDRL,Other,2022-06-15,,Other 79082002,0YU61,990.74
34AEV,Other,2022-06-07,For your lovely pet,Other 617108457,A34BI,1671.23
2IKP9,Other,2022-02-15,,Other 52310800,3I68A,70.35
56E9K,Other,2022-04-25,for everyday use,Other 78412040,SGSRE,253.75
GY5X2,Other,2022-04-07,,Other 645168411,HH8AJ,796.93
YHO6P,Other,2022-10-13,,Other 975179445,ZLIUE,731.55
EFB6O,Other,2022-08-27,Cushioning provides excellent shock absorption,Other 82895521,P35EW,1147.82
8JQOY,Other,2022-08-28,,Other 73273304,142WW,1927.52
AFO3Y,Other,2022-03-27,Set of 12,Other 863102567,0YU61,373.7
RSR1F,Other,2022-10-08,11th Gen Intel Core i5-1135G7,Other 61486284,QLECR,1247.48
5OFXS,Other,2022-09-30,,Other 850106659,4VDK3,380.81
34DJN,Other,2022-01-15,for everyday use,Other 761131820,K2VIU,133.14
2RNGD,Other,2022-02-07,Suitable for all skin types,Other 954195080,UHYY9,675.49
OV9IM,Other,2022-05-21,make a great gift for kids 3 to 7 years olds,Other 794156615,4I4WY,158.9
BMJFS,Other,2022-03-20,,Other 588144476,PCL39,980.63
RU3MI,Other,2022-02-16,,Other 97391769,9EN65,918.14
2C2U8,Other,2022-04-05,Reams of high-bandwidth DDR4 RAM,Other 504111989,SZXQH,135.59
RCD5L,Other,2022-05-04,,Other 693196976,AZQD3,134.33
FQ44E,Other,2022-01-09,,Other 82654358,3O35F,234.47
DCXDF,Other,2022-03-25,,Other 635158734,HQF90,1838.77
Q32YR,Other,2022-10-09,Set of 12,Other 98873842,ZLIUE,1902.78
IJF4T,Other,2022-01-05,,Other 91794281,V5MBV,166.71
OYO9S,Other,2022-01-02,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 960154927,U4K0S,977.81
IJUC8,Other,2022-07-28,,Other 90840522,XV9E8,1417.98
IF9Z6,Other,2022-07-13,,Other 768158046,QMHWG,496.41
JLC94,Other,2022-06-03,For everyday office use,Other 5716079,R8LB9,1976.76
62CU3,Other,2022-04-25,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 555166530,7QINW,75.59
HCO2Y,Other,2022-06-06,,Other 638166029,Z6UIX,171.56
JQQZR,Other,2022-10-05,,Other 91548545,QWK5C,248.86
TAUPT,Other,2022-09-17,for everyday use,Other 55447618,VJL5E,1289.7
EEA4L,Other,2022-06-29,11th Gen Intel Core i5-1135G7,Other 60288852,QWAWV,1664.7
DK0S2,Other,2022-07-20,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Other 799164773,QR19G,1769.56
TEFZG,Other,2022-01-08,Set of 12,Other 652145368,Y1GW1,1192.51
TRTB1,Other,2022-06-27,,Other 78991614,BIVH0,105.68
92KAW,Other,2022-01-18,,Other 809148540,QWAWV,88.1
RUN1R,Other,2022-07-15,,Other 920148281,7ERSM,845.23
PT21L,Other,2022-05-04,Set of 12,Other 851183869,4UMXE,15.49
H6RIS,Other,2022-01-08,,Other 647118606,4CXZQ,1154.33
WV19N,Other,2022-05-15,Suitable for all skin types,Other 865108581,R7K4O,27.51
PV3U0,Other,2022-01-19,,Other 81274558,XU609,1234.27
V6NN8,Other,2022-04-08,,Other 820100032,7QINW,571.59
J9P2Z,Other,2022-08-07,,Other 760119684,Y26NY,1687.0
JP289,Other,2022-08-14,Set of 10,Other 74737385,P1ZUA,1891.49
